Country,2013,2014,2015,2016,2017,2018,2019
Denmark,35.24604,..,33.83753,..,35.75636,..,..
Ecuador,41.38113,41.08677,..,..,..,..,..
Egypt,42.76893,42.21531,43.4116,44.11705,45.25527,45.58202,..
El Salvador,38.82175,37.87879,40.35964,39.2136,38.63405,..,..
Estonia,44.41783,44.02279,43.87968,43.55004,42.19771,..,..
Eswatini,..,..,41.38889,..,..,..,..
Ethiopia,13.29522,..,..,..,11.51061,..,..
Faeroe Islands,..,..,..,..,..,..,..
Finland,31.48977,32.09583,32.29077,32.51786,33.1517,..,..
France,25.46776,26.72369,26.96964,27.99689,28.29149,..,..
Gabon,..,28.17955,..,..,..,..,..
Gambia,..,..,..,..,..,27.2,..
Georgia,51.88269,53.07682,50.623,52.2575,52.6768,52.98281,..
Germany,27.94856,..,28.00113,..,27.87569,..,..
Ghana,..,..,26.06669,..,..,..,..
Greece,39.37742,..,37.99723,..,37.81648,..,..
Greenland,..,..,..,..,..,..,..
Guam,..,..,..,..,..,..,..
Guatemala,46.49805,46.79715,53.15615,44.35976,43.92713,..,..
Guinea,9.81308,..,..,..,..,..,..
Honduras,..,..,41.0628,..,36.43123,..,..
Hungary,30.32034,30.35723,30.83971,30.75678,30.48047,..,..
Iceland,43.83194,..,45.6475,47.21728,46.39175,..,..
India,..,..,..,..,..,..,..
Indonesia,..,..,..,45.48382,45.78356,45.78139,..
Iran (Islamic Republic of),27.74312,..,32.99772,..,31.21361,..,..
Iraq,..,37.50262,39.89932,39.66847,38.01344,38.14302,..
Ireland,35.25122,..,36.11438,..,36.34233,..,..
Israel,..,..,..,..,..,..,..
Italy,35.70047,36.01509,36.04032,35.19385,34.32757,..,..
Jamaica,..,..,..,..,..,..,..
Japan,14.63493,14.69842,15.25365,15.7047,16.17511,16.56203,..
Jordan,..,..,19.68764,20.7862,21.35792,19.51788,..
Kazakhstan,51.46263,51.59007,51.97789,53.28052,52.25806,52.80738,..
Kenya,..,..,..,..,..,..,..
Kuwait,37.34161,39.04576,51.40911,51.64674,52.57891,53.24553,..
Kyrgyzstan,..,47.99203,50.62482,49.42096,46.47973,..,..
Lao People's Democratic Republic,..,..,..,..,..,..,..
Latvia,51.97368,52.05945,51.01571,52.17568,52.22548,..,..
Lesotho,..,..,36.44068,..,..,..,..
Libya,..,..,..,..,..,..,..
Lithuania,51.22491,50.25037,50.74308,51.56655,49.51244,..,..
Luxembourg,27.27608,..,28.87683,..,28.0791,..,..
Madagascar,..,32.1116,..,33.19838,32.87356,33.03651,..
Malawi,..,..,..,..,..,..,..
Malaysia,..,48.77893,48.5995,48.20048,..,..,..
Mali,..,..,10.43115,..,15.11789,..,..
Malta,30.36876,30.39288,28.54108,28.70748,30.9185,..,..
Mauritania,..,..,..,23.11091,..,24.48534,..
Mauritius,..,..,..,..,..,43.71542,..
Mexico,33.02256,..,..,..,..,..,..
Monaco,..,..,..,..,..,..,..
Mongolia,48.90167,48.92275,49.00911,49.08759,57.47638,48.87846,..
Montenegro,50.89672,49.12178,47.56512,..,49.86911,..,..
Morocco,..,..,..,33.7536,..,..,..
Mozambique,..,..,28.92358,..,..,..,..
Myanmar,..,..,..,..,75.61881,..,..
Namibia,..,38.71829,..,..,..,..,..
Nauru,..,..,..,..,..,..,..
Nepal,..,..,..,..,..,..,..
Netherlands,23.60941,23.36099,25.3847,25.76164,26.44442,..,..
New Zealand,..,..,..,..,..,..,..
Nicaragua,..,..,..,..,..,..,..
Niger,17.03163,..,..,..,..,..,..
Nigeria,..,..,..,..,..,..,..
North Macedonia,49.14545,49.14316,49.0456,50.82499,52.27137,53.40647,..
Norway,36.94738,37.43128,37.38334,37.58173,38.064,..,..
Oman,21.1336,27.53538,27.79939,38.22526,34.13238,36.43186,..
Pakistan,29.78468,..,33.88926,..,38.78984,..,..
Palestine,22.5899,..,..,..,..,..,..
Panama,51.76849,..,..,..,..,..,..
Papua New Guinea,..,..,..,33.24937,..,..,..
Paraguay,..,49.37888,48.21159,48.91909,49.2713,..,..
Peru,..,31.59631,31.89093,..,29.88882,28.56571,..
Philippines,49.45683,..,51.18644,..,..,..,..
Poland,37.79183,37.23337,37.02297,36.43764,38.11022,..,..
Portugal,45.41704,44.29232,44.14172,43.47517,43.66321,..,..
Puerto Rico,..,..,..,..,..,..,..
Qatar,..,..,31.40148,..,..,34.07407,..
Republic of Korea,18.1845,18.49458,18.8968,19.66604,20.1,20.36836,..
Republic of Moldova,47.96923,47.84314,49.13895,49.12773,48.49057,48.55927,..
Romania,45.69203,46.01053,46.2261,45.78253,46.73512,..,..
Russian Federation,40.88289,40.51617,40.30695,40.04979,39.54774,39.22077,..
Rwanda,22.61411,..,..,22.64151,..,..,..
Saint Helena,..,..,..,..,..,..,..
Saint Lucia,..,..,..,..,..,..,..
Saint Vincent and the Grenadines,..,..,..,..,..,..,..
Saudi Arabia,23.20802,..,..,..,..,..,..
Senegal,..,..,29.30589,..,..,..,..
Serbia,50.46097,49.14595,49.23491,48.40887,50.04326,51.37236,..
Seychelles,..,..,..,34.89933,..,..,..
Singapore,29.62486,30.10393,..,..,..,..,..
Slovakia,42.70284,42.49203,42.19134,39.5382,39.69262,41.18588,..
Slovenia,35.99207,36.09214,36.48744,34.50629,32.31053,..,..
South Africa,44.04267,44.28928,44.97947,45.08553,44.91268,..,..
Spain,39.33643,39.59184,40.03184,40.15176,40.48703,..,..
Sri Lanka,38.98335,45.68584,46.62416,..,..,..,..
Sudan,..,..,..,..,..,..,..
Sudan (pre-secession),..,..,..,..,..,..,..
Sweden,33.27048,..,33.71889,..,32.63299,..,..
Switzerland,..,..,33.54604,..,34.9232,..,..
Syrian Arab Republic,..,..,34.89132,..,..,..,..
Tajikistan,33.829,33.36192,35.91407,36.90888,38.40749,37.4529,..
Thailand,..,53.27716,56.07597,53.14539,49.71067,..,..
Togo,..,9.46502,9.26966,10.03185,9.26893,11.16751,..
Trinidad and Tobago,49.67846,54.64169,53.64135,49.74545,55.90969,..,..
Tunisia,53.09416,53.89752,54.55203,55.43899,..,56.05137,..
Turkey,36.23124,36.89133,37.28615,36.71813,37.03391,..,..
Uganda,..,29.76313,..,..,..,..,..
Ukraine,45.82349,45.8131,46.30816,44.99639,44.67437,44.73365,..
United Arab Emirates,..,..,..,..,..,33.34734,..
United Kingdom of Great Britain and Northern Ireland,38.09837,37.41182,38.58997,38.66609,..,..,..
United Republic of Tanzania,29.83029,..,..,..,..,..,..
United States of America,..,..,..,..,..,..,..
United States Virgin Islands,..,..,..,..,..,..,..
Uruguay,49.0159,49.14815,49.28282,49.44305,49.67972,49.33284,..
Uzbekistan,41.72133,40.64967,41.09217,40.34912,40.62775,40.7853,..
Venezuela (Bolivarian Republic of),60.71641,61.04607,61.62232,61.43325,..,..,..
Viet Nam,44.06735,..,44.78919,..,..,..,..
Zambia,..,..,..,..,..,..,..
Zimbabwe,..,..,..,..,..,..,..
