Country,2013,2014,2015,2016,2017,2018,2019
Estonia,31.38425,29.8021,..,..,..,..,..
Eswatini,..,..,29.16667,..,..,..,..
Ethiopia,7.06033,..,..,..,11.52754,..,..
Faeroe Islands,..,..,..,..,..,..,..
Finland,..,..,..,..,..,..,..
France,..,..,..,..,..,..,..
Gabon,..,10.44776,..,..,..,..,..
Gambia,..,..,..,..,..,..,..
Georgia,..,41.40731,29.05251,32.6544,37.25728,38.21223,..
Germany,..,..,..,..,..,..,..
Ghana,..,..,6.78685,..,..,..,..
Greece,..,..,..,..,..,..,..
Greenland,..,..,..,..,..,..,..
Guam,..,..,..,..,..,..,..
Guatemala,31.25,30.18868,33.07087,31.37255,30.61224,..,..
Guinea,..,..,..,..,..,..,..
Honduras,..,..,..,..,21.49533,..,..
Hungary,19.27202,18.33045,..,..,..,..,..
Iceland,..,..,..,..,..,..,..
India,..,..,..,..,..,..,..
Indonesia,..,..,..,..,..,..,..
Iran (Islamic Republic of),17.15182,..,17.90708,..,18.64442,..,..
Iraq,..,31.18063,31.76692,31.98172,30.21638,31.59957,..
Ireland,..,..,..,..,..,..,..
Israel,..,..,..,..,..,..,..
Italy,..,..,..,..,..,..,..
Jamaica,..,..,..,..,..,..,..
Japan,5.3274,5.36905,5.60077,..,..,..,..
Jordan,..,..,..,12.62051,16.75207,..,..
Kazakhstan,44.69576,43.36781,44.2717,45.18344,44.61203,43.97074,..
Kenya,..,..,..,..,..,..,..
Kuwait,29.92565,..,42.08333,42.49423,44.52489,47.25914,..
Kyrgyzstan,..,39.10714,29.68421,39.36567,33.33333,..,..
Lao People's Democratic Republic,..,..,..,..,..,..,..
Latvia,33.49616,..,35.90627,37.24719,37.41535,..,..
Lesotho,..,..,10.34483,..,..,..,..
Libya,..,..,..,..,..,..,..
Lithuania,33.72503,34.00713,33.99751,34.06799,33.25843,..,..
Luxembourg,..,..,..,..,..,..,..
Madagascar,..,20.87912,..,22.3796,24.4,24.90421,..
Malawi,..,..,..,..,..,..,..
Malaysia,..,..,47.21935,..,..,..,..
Mali,..,..,18.18182,..,4.54545,..,..
Malta,17.89474,19.5122,..,..,..,..,..
Mauritania,..,..,..,6.89655,..,25,..
Mauritius,..,..,..,..,..,23.38308,..
Mexico,..,..,..,..,..,..,..
Monaco,..,..,..,..,..,..,..
Mongolia,45.90164,46.8,44.01914,39.4958,45.50562,33.18584,..
Montenegro,36.7688,35.02415,35.6383,..,..,..,..
Morocco,..,..,..,..,..,..,..
Mozambique,..,..,24.37811,..,..,..,..
Myanmar,..,..,..,..,78.48739,..,..
Namibia,..,22.72727,..,..,..,..,..
Nauru,..,..,..,..,..,..,..
Nepal,..,..,..,..,..,..,..
Netherlands,12.82252,13.05187,..,..,..,..,..
New Zealand,..,..,..,..,..,..,..
Nicaragua,..,..,..,..,..,..,..
Niger,6.52174,..,..,..,..,..,..
Nigeria,..,..,..,..,..,..,..
North Macedonia,..,38.65031,35.88907,38.54167,37.2549,42.85714,..
Norway,..,..,..,..,..,..,..
Oman,6.21118,4.36242,12.36443,26.8595,16.66667,15.50633,..
Pakistan,15.39551,..,21.22866,..,21.99257,..,..
Palestine,..,..,..,..,..,..,..
Panama,..,..,..,..,..,..,..
Papua New Guinea,..,..,..,34.21053,..,..,..
Paraguay,..,..,..,24.69636,25.47529,..,..
Peru,..,19.47431,19.163,..,..,18.90034,..
Philippines,40.89493,..,42.88567,..,..,..,..
Poland,20.75973,20.30436,..,..,..,..,..
Portugal,29.61273,27.46937,..,..,..,..,..
Puerto Rico,..,..,..,..,..,..,..
Qatar,..,..,18.86024,..,..,16.73582,..
Republic of Korea,10.26422,10.485,10.64562,..,..,..,..
Republic of Moldova,29.01786,28.2167,28.98551,23.12634,22.74678,23.14607,..
Romania,39.6899,40.46032,..,..,..,..,..
Russian Federation,35.8887,35.28247,34.78338,..,..,..,..
Rwanda,11.36364,..,..,16.4557,..,..,..
Saint Helena,..,..,..,..,..,..,..
Saint Lucia,..,..,..,..,..,..,..
Saint Vincent and the Grenadines,..,..,..,..,..,..,..
Saudi Arabia,..,..,..,..,..,..,..
Senegal,..,..,19.9211,..,..,..,..
Serbia,36.46199,36.50235,38.20121,37.22222,39.15441,40.39095,..
Seychelles,..,..,..,..,..,..,..
Singapore,..,..,..,..,..,..,..
Slovakia,25.82177,25.38892,..,..,..,..,..
Slovenia,21.44569,..,..,..,..,..,..
South Africa,..,..,..,..,..,..,..
Spain,..,..,..,..,..,..,..
Sri Lanka,29.21348,31.90067,39.34681,..,..,..,..
Sudan,..,..,..,..,..,..,..
Sudan (pre-secession),..,..,..,..,..,..,..
Sweden,..,..,..,..,..,..,..
Switzerland,..,..,..,..,..,..,..
Syrian Arab Republic,..,..,32.25806,..,..,..,..
Tajikistan,17.96117,26.4,10,22.22222,16.875,24.05063,..
Thailand,..,..,..,..,..,..,..
Togo,..,13.04348,10.6383,9.80392,9.30233,10.16949,..
Trinidad and Tobago,27.37226,38.98305,36.99634,40.11799,31.50685,..,..
Tunisia,..,..,..,..,..,..,..
Turkey,25.61982,25.46283,..,..,..,..,..
Uganda,..,20.51282,..,..,..,..,..
Ukraine,37.184,36.99028,37.43012,34.16584,33.63795,34.07905,..
United Arab Emirates,..,..,..,..,..,..,..
United Kingdom of Great Britain and Northern Ireland,..,..,..,..,..,..,..
United Republic of Tanzania,..,..,..,..,..,..,..
United States of America,..,..,..,..,..,..,..
United States Virgin Islands,..,..,..,..,..,..,..
Uruguay,32.97872,33.21799,36.27119,35.45151,35.9322,35.10638,..
Uzbekistan,..,32.3475,31.51556,29.73767,32.21757,31.2298,..
Venezuela (Bolivarian Republic of),51.5252,52.28046,52.10526,50.5895,..,..,..
Viet Nam,..,..,..,..,..,..,..
Zambia,..,..,..,..,..,..,..
Zimbabwe,..,..,..,..,..,..,..
